Title,Abstract,Authors,DOI,DOI link,Venue,Citation count,Year,Consciousness Research Context,"Reasoning for ""Consciousness Research Context""",Eligible Study Type,"Reasoning for ""Eligible Study Type""",Empirical Neural Data Application,"Reasoning for ""Empirical Neural Data Application""",Quantitative Complexity-Family Measures Applied,"Reasoning for ""Quantitative Complexity-Family Measures Applied""",Screening judgement,"Reasoning for ""Screening judgement""",Excluded by strict criterion,Exclusion reason,Screening score
Transient orbital apex syndrome with magnetic resonance imaging evidence following sub-Tenon's ropivacaine anesthesia during combined cataract and macular surgery: a case report.,"BACKGROUND: Although sub-Tenon’s anesthesia (STA) is a widely accepted regional anesthesia technique in ophthalmic surgery, we report a rare case of transient orbital apex syndrome (OAS) following its administration using ropivacaine during combined cataract and macular surgery. CASE PRESENTATION: We describe the clinical course of a 71-year-old male who developed acute postoperative vision loss, ptosis, ophthalmoplegia, and mydriasis in the operated eye following sub-Tenon’s ropivacaine injection. Orbital MRI revealed mild perineural fluid surrounding the optic nerve and localized edema of the retrobulbar fat, without evidence of compressive lesions or optic nerve thickening. The patient received supportive therapy, including oxygen, neurotrophic agents, and osmotic and microcirculation enhancers. Remarkably, all neurological signs resolved within 24 h, and visual acuity improved to 0.15. CONCLUSION: Although STA is considered a safer alternative to needle-based techniques, this case highlights the potential for rare but reversible complications such as OAS. Early recognition and timely, supportive management contributed to the patient’s favorable recovery, although outcomes may vary in other cases. In addition, thorough preoperative counseling and vigilant postoperative monitoring are essential, particularly in elderly or high-risk patients, to ensure prompt detection and management of any unexpected complications.","Cao X, Ge Z, Gong Y",,,BMC ophthalmology,,2025,no,"The paper focuses on a clinical case of orbital apex syndrome following anesthesia, rather than investigating consciousness, states of consciousness, or transitions between conscious states. While anesthesia is related to consciousness, the study is primarily about a specific clinical complication of anesthesia rather than consciousness mechanisms or neural signatures of consciousness.",no,"This is a case report, which is not explicitly listed as an eligible study type. While it contains empirical observations, it's a single clinical case rather than a systematic review, meta-analysis, or broader empirical research study.",no,"The paper does not analyze any neural data. While it mentions MRI findings, these are anatomical rather than neural activity measurements. There is no analysis of EEG, MEG, fMRI/BOLD, or other neural recordings.",no,"The paper does not apply any complexity-family measures. The analysis is purely clinical and observational, focusing on symptoms and anatomical findings rather than quantitative neural complexity measures.",Exclude,"This case report fails to meet the screening criteria for consciousness research, lacking empirical neural data analysis, quantitative complexity measures, and a primary focus on consciousness mechanisms. The study is a clinical case report about orbital apex syndrome following anesthesia, which does not align with the specified research parameters for inclusion.",,Other / below screening threshold,0.1
Systems-level analysis of local field potentials reveals differential effects of lysergic acid diethylamide and ketamine on neuronal activity and functional connectivity.,"Psychedelic substances have in recent years attracted considerable interest as potential treatments for several psychiatric conditions, including depression, anxiety, and addiction. Imaging studies in humans point to a number of possible mechanisms underlying the acute effects of psychedelics, including changes in neuronal firing rates and excitability as well as alterations in functional connectivity between various brain nodes. In addition, animal studies using invasive recordings, have suggested synchronous high-frequency oscillations involving several brain regions as another key feature of the psychedelic brain state. To better understand how the imaging data might be related to high-resolution electrophysiological measurements, we have here analyzed the aperiodic part of the local field potential (LFP) in rodents treated with a classic psychedelic (LSD) or a dissociative anesthetic (ketamine). In addition, functional connectivity, as quantified by mutual information measures in the LFP time series, has been assessed with in and between different structures. Our data suggest that the altered brain states of LSD and ketamine are caused by different underlying mechanisms, where LFP power shifts indicate increased neuronal activity but reduced connectivity following ketamine, while LSD also leads to reduced connectivity but without an accompanying change in LFP broadband power.","Nasretdinov A, Barrientos SA, Brys I, Halje P, Petersson P",,,Frontiers in neuroscience,,2023,yes,"The paper investigates altered states of consciousness through psychedelic substances (LSD) and dissociative anesthetics (ketamine), which are explicitly mentioned as ""altered brain states"". The study examines the neural mechanisms of these consciousness states and their neural signatures.",yes,"The paper appears to be an empirical research article with original data analysis of LFP recordings in rodents, as it describes specific experimental methods and results, indicating it is not a commentary or theoretical paper.",yes,"The study explicitly analyzes empirical neural data through Local Field Potential (LFP) recordings, analysis of LFP power and aperiodic components, and functional connectivity measures using mutual information.",maybe,"The study applies several relevant complexity-family measures, including mutual information for functional connectivity analysis, analysis of aperiodic components of LFP (which relates to complexity measures), and power spectrum analysis (which can relate to complexity measures).",Include,"This empirical research investigates altered consciousness states through psychedelic and anesthetic substances, utilizing local field potential recordings and functional connectivity measures in rodents. The study systematically analyzes neural data using quantitative complexity-family measures, providing insights into the neural mechanisms underlying different states of consciousness. By examining LFP power, aperiodic components, and mutual information, the research offers a comprehensive approach to understanding complex brain state transitions.",,,4.9
Cystothecostomy: a new technique to treat long segment spinal extradural arachnoid cyst.,"Pathogenesis and treatment of the spinal arachnoid cyst has not been well established. A novel method of treatment of a long segment spinal arachnoid cyst is being presented in a 9-year-old boy. He presented to us with a slowly progressive spastic paraparesis. MRI revealed dorsal epidural arachnoid cyst extending from T7 vertebral body to L1 body producing marked cord compression. In order to save the child from a long segment laminectomy or laminoplasty, a new minimally invasive technique was devised. In this technique L1 laminectomy was performed under local anaesthesia, and the cyst was communicated to thecal sac by making an interconnecting stoma. We named this procedure as cystothecostomy. There was gradual neurological recovery after the procedure.","Dev R, Singh G, Singh SK, Mamgain A",,,British journal of neurosurgery,,2008,no,"The paper does not investigate consciousness, states of consciousness, or transitions between conscious states. It does not explicitly interpret findings in relation to consciousness or neural signatures/mechanisms of consciousness. The paper is focused on a clinical case of spinal arachnoid cyst treatment, which is unrelated to consciousness research.",yes,"The paper is an empirical research article presenting a case study with clinical outcomes, which meets the criteria for an eligible study type. However, it is a single case report rather than a systematic review or meta-analysis.",no,"The paper does not analyze any neural data. While it mentions MRI imaging, this is used for anatomical visualization rather than neural data analysis. There is no mention of EEG, MEG, fMRI/BOLD, or any other neural recording techniques.",no,"The paper does not apply any complexity-family measures. The analysis appears to be purely clinical, focusing on surgical outcomes and neurological recovery without any quantitative complexity analysis.",Exclude,"This clinical case report on spinal arachnoid cyst treatment fails to meet the screening criteria for consciousness research, as it does not investigate consciousness, analyze neural data, or apply complexity measures. The paper is a single case study focused on surgical intervention, lacking the required elements of consciousness research methodology.",,Other / below screening threshold,0.1
Entropy and bispectral index during anaesthesia in children.,"Entropy is a new EEG based technology developed as a measure of depth of anaesthesia. The Entropy algorithm quantifies the degree of disorder in the EEG. During anaesthesia the disorder of the EEG, or entropy, falls. Entropy is independent of absolute frequency or amplitude of the EEG. This may make it suitable for paediatric anaesthesia. In this prospective observational blinded study we recorded the Entropy and Bispectral Index in 23 children undergoing general anaesthesia with isoflurane and nitrous oxide, supplemented with peripheral nerve blockade. We recorded Entropy at several times during anaesthesia, pre-awakening and 1-minute post-awakening. Entropy pre-awakening and 1 minute after awakening was compared to a value during anaesthesia in three age groups; less than one-year-old (infants), one to five years (toddlers) and five to twelve years (children). The correlation between BIS and Entropy was also calculated. Entropy post-awakening was higher than during anaesthesia for all age groups. Entropy pre-awakening was higher than during anaesthesia for the children and toddlers. This was not as apparent in infants. There was a strong correlation between BIS and Entropy for children and toddlers. The correlation was less for infants. This study demonstrates that, in children, Entropy is lower during anaesthesia when compared to awake values. Further evaluation in the paediatric population is worthwhile.","Davidson AJ, Kim MJ, Sangolt GK",,,Anaesthesia and intensive care,,2004,yes,"The paper directly investigates states of consciousness, specifically anesthesia-induced unconsciousness and transitions between anesthetized and awake states. The study explicitly measures depth of anesthesia and compares neural signatures between conscious and unconscious states.",yes,"This is clearly an empirical research article, specifically described as a ""prospective observational blinded study"" with 23 subjects and quantitative measurements.",yes,"The study directly analyzes empirical neural data through EEG recordings, using both Entropy and Bispectral Index (BIS) measurements. These are established neural recording methods for assessing consciousness levels.",yes,"The study explicitly uses entropy as a quantitative measure to analyze EEG complexity. Entropy is specifically mentioned as a ""measure of disorder in the EEG"" and is used as a primary analysis tool to quantify consciousness levels.",Include,"This empirical research study investigates consciousness through quantitative neural complexity measures, specifically applying entropy analysis to EEG data during anesthesia and wakefulness. The work systematically examines neural signatures across different age groups, utilizing empirical neural recordings and complexity-family measures to analyze transitions between conscious states. By directly measuring entropy in EEG recordings, the study provides a rigorous approach to understanding neural complexity during consciousness transitions.",,,4.9
Extranodal Rosai-Dorfman disease with multiple spinal lesions: a rare presentation.,"BACKGROUND: Rosai-Dorfman disease is an idiopathic histiocytic proliferative disorder characterized by sinus histiocytosis and massive lymphadenopathy. Extranodal involvement is rare and central nervous system (CNS) involvement is unusual. We present a case of a multiple-level spinal involvement by Rosai-Dorfman disease without cervical lymphadenopathy, which is distinctly rare. Very few cases have been reported in literature. Its resemblance with meningiomas both clinically and radiologically makes its diagnosis all the more difficult. CASE DESCRIPTION: A 23-year-old woman presented with quadriparesis and incontinence of urine and stool with a history of being operated on twice for dorsal spine tumor. On examination she had hypoesthesia below the C6 vertebra with anesthesia below D3, and absent joint position and vibration sensations. The patient had spasticity in lower limbs with normal tone in upper limbs. Deep tendon reflexes were hyporeflexic in upper limbs and hyperreflexic in lower limbs with bilateral ankle clonus with bilateral Babinski sign. Magnetic resonance imaging of the cervicodorsal spine was suggestive of multiple intradural extramedullary space-occupying lesion with probability of meningiomas. Surgical resection of 3 tumors was done and sent for histopathology, which was suggestive of sinus histiocytosis with massive lymphadenopathy (Rosai-Dorfman disease). The patient had good postoperative recovery and was followed up for 5 months with no new complaints. CONCLUSION: Rosai-Dorfman disease is a rare entity having clinical and radiological similarity to meningioma. It is similar to lymph node histiocytosis and rarely involves the CNS. It is a benign lymphohistiocytic proliferative condition of unknown etiology. Histopathology showing emperipolesis (lymphophagocytosis) and immunohistochemistry showing S-100 positivity is diagnostic. Surgical resection is the treatment of choice.","Bhandari A, Patel PR, Patel MP",,,Surgical neurology,,2006,no,"The paper does not investigate consciousness, states of consciousness, or transitions between conscious states. It focuses on a clinical case of Rosai-Dorfman disease affecting the central nervous system, but does not explicitly study consciousness mechanisms or signatures.",maybe,"The paper is an empirical research article presenting a clinical case study with histopathological findings, but it is a single case report rather than a systematic review or meta-analysis.",no,"The paper does not analyze any neural data in the sense specified by the criteria. While it includes MRI imaging, this is used for anatomical diagnosis rather than analyzing neural activity or function. There are no EEG, MEG, fMRI/BOLD, or other neural recordings mentioned.",no,"The paper does not apply any of the specified complexity-family measures. The analysis is purely clinical and histopathological, focusing on diagnosis and treatment of the disease.",Exclude,"This clinical case report on Rosai-Dorfman disease fails to meet the systematic review's screening criteria, as it does not investigate consciousness, analyze neural data, or apply complexity-family measures. The paper is a single case study focused on clinical diagnosis and treatment, which falls outside the specified research parameters for consciousness and neural complexity research.",,Other / below screening threshold,0.1
Decoding rapidly presented visual stimuli from prefrontal ensembles without report nor post-perceptual processing.,"The role of the primate prefrontal cortex (PFC) in conscious perception is debated. The global neuronal workspace theory of consciousness predicts that PFC neurons should contain a detailed code of the current conscious contents. Previous research showed that PFC is indeed activated in paradigms of conscious visual perception, including no-report paradigms where no voluntary behavioral report of the percept is given, thus avoiding a conflation of signals related to visual consciousness with signals related to the report. Still, it has been argued that prefrontal modulation could reflect post-perceptual processes that may be present even in the absence of report, such as thinking about the perceived stimulus, therefore reflecting a consequence rather than a direct correlate of conscious experience. Here, we investigate these issues by recording neuronal ensemble activity from the macaque ventrolateral PFC during briefly presented visual stimuli, either in isolated trials in which stimuli were clearly perceived or in sequences of rapid serial visual presentation (RSVP) in which perception and post-perceptual processing were challenged. We report that the identity of each stimulus could be decoded from PFC population activity even in the RSVP condition. The first visual signals could be detected at 60 ms after stimulus onset and information was maximal at 150 ms. However, in the RSVP condition, 200 ms after the onset of a stimulus, the decoding accuracy quickly dropped to chance level and the next stimulus started to be decodable. Interestingly, decoding in the ventrolateral PFC was stronger compared to posterior parietal cortex for both isolated and RSVP stimuli. These results indicate that neuronal populations in the macaque PFC reliably encode visual stimuli even under conditions that have been shown to challenge conscious perception and/or substantially reduce the probability of post-perceptual processing in humans. We discuss whether the observed activation reflects conscious access, phenomenal consciousness, or merely a preconscious bottom-up wave.","Bellet J, Gay M, Dwarakanath A, Jarraya B, van Kerkoerle T, Dehaene S, Panagiotaropoulos TI",,,Neuroscience of consciousness,,2022,yes,"The paper explicitly investigates consciousness and conscious perception, specifically examining the role of prefrontal cortex in conscious visual perception. The study directly addresses questions about conscious access and phenomenal consciousness, comparing conditions that challenge conscious perception.",yes,This is clearly an empirical research article presenting original experimental results from neuronal recordings in macaques. The study includes detailed methodology and empirical findings about decoding accuracy and timing of neural responses.,yes,"The study directly analyzes empirical neural data through ""neuronal ensemble activity"" recordings from the macaque ventrolateral PFC and posterior parietal cortex. The data appears to be from electrophysiological recordings, though the specific type (e.g., LFP, spiking) isn't explicitly stated in the abstract.",maybe,"While the study uses quantitative analysis methods (decoding accuracy, timing analysis), it's not entirely clear from the abstract whether it specifically applies complexity-family measures as defined in the criteria. The decoding analysis might involve some of these measures (e.g., information theory measures), but this isn't explicitly stated.",Include,"This empirical research article directly investigates consciousness through neuronal ensemble recordings in macaques, analyzing visual perception mechanisms with sophisticated neural data analysis. The study strongly meets criteria for consciousness research context, eligible study type, and empirical neural data application, with only minor uncertainty regarding specific complexity-family measures. The research provides quantitative insights into neural processing of conscious visual stimuli across different perceptual conditions.",,,4.3
Weakly Correlated Local Cortical State Switches under Anesthesia Lead to Strongly Correlated Global States.,"During recovery from anesthesia, brain activity switches abruptly between a small set of discrete states. Surprisingly, this switching also occurs under constant doses of anesthesia, even in the absence of stimuli. These metastable states and the transitions between them are thought to form a ""scaffold"" that ultimately guides the brain back to wakefulness. The processes that constrain cortical activity patterns to these states and govern how states are coordinated between different cortical regions are unknown. If state transitions were driven by subcortical modulation, different cortical sites should exhibit near-synchronous state transitions. Conversely, spatiotemporal heterogeneity would suggest that state transitions are coordinated through corticocortical interactions. To differentiate between these hypotheses, we quantified synchrony of brain states in male rats exposed to a fixed isoflurane concentration. States were defined from spectra of local field potentials recorded across layers of visual and motor cortices. A transition synchrony measure shows that most state transitions are highly localized. Furthermore, while most pairs of cortical sites exhibit statistically significant coupling of both states and state transition times, coupling strength is typically weak. States and state transitions in the thalamic input layer (L4) are particularly decoupled from those in supragranular and infragranular layers. This suggests that state transitions are not imposed on the cortex by broadly projecting modulatory systems. Although each pairwise interaction is typically weak, we show that the multitude of such weak interactions is sufficient to confine global activity to a small number of discrete states.SIGNIFICANCE STATEMENT The brain consistently recovers to wakefulness after anesthesia, but this process is poorly understood. Previous work revealed that, during recovery from anesthesia, corticothalamic activity falls into one of several discrete patterns. The neuronal mechanisms constraining the cortex to just a few discrete states remain unknown. Global states could be coordinated by fluctuations in subcortical nuclei that project broadly to the cortex. Alternatively, these states may emerge from interactions within the cortex itself. Here, we provide evidence for the latter possibility by demonstrating that most pairs of cortical sites exhibit weak coupling. We thereby lay groundwork for future investigations of the specific cellular and network mechanisms of corticocortical activity state coupling.","Blackwood EB, Shortal BP, Proekt A",,,The Journal of neuroscience : the official journal of the Society for Neuroscience,,2022,yes,"The paper directly investigates transitions between conscious states, specifically focusing on brain activity during recovery from anesthesia and the transition to wakefulness. The study explicitly examines ""metastable states"" that guide the brain back to wakefulness, which is directly relevant to consciousness research.",yes,This is clearly an empirical research article presenting original experimental findings from rat studies. The paper includes detailed methodology and results from neural recordings.,yes,The study analyzes empirical neural data through local field potentials (LFP) recorded across different layers of visual and motor cortices. This is explicitly stated in the abstract and is a core component of the methodology.,maybe,"While the study uses quantitative measures to analyze brain states and transitions, the abstract doesn't explicitly mention specific complexity-family measures from the list provided. However, the analysis of ""spectra of local field potentials"" and ""transition synchrony measure"" suggests some form of quantitative analysis of neural complexity. The study also examines coupling between different cortical sites, which likely involves measures of information transfer or synchronization.",Include,"This empirical research study investigates neural state transitions during anesthesia recovery, utilizing local field potential recordings across cortical layers in rats. The work directly addresses consciousness research by examining brain activity patterns and state transitions, with quantitative analysis of neural complexity and synchronization. While specific complexity measures are not explicitly detailed, the study's methodological approach strongly suggests sophisticated neural data analysis relevant to understanding conscious state dynamics.",,,4.6
[Some practical problems of clinical diagnosis of brain death].,"The authors experienced thirty brain deaths including eighteen head injuries and seven cerebrovascular accidents during the period from Nov. 1980 to Dec. 1982 and encountered with some practical problems on clinical diagnosis of brain death. In sixteen patients subjected to barbiturate (pentobarbital) therapy, the attempt to meet the criteria of brain death made it necessary to confirm the total cerebrocirculatory arrest as well as to measure the serum concentration of pentobarbital and assure its level low enough. But as a result of the angiograms performed in twenty-four cases the cerebral angiography sometimes failed to give sufficient evidence to confirm it not merely because of the angiographical intracranial delayed opacification but also because of the dissociation of filling between supra- and infratentorial spaces or between right and left hemispheres. And besides the contrast enhancement of cerebral vessels was verified in computed tomograms of two cases among ten cases who had already met the criteria and demonstrated angiographical nonfilling phenomenon. The angiographical narrowing of C 1-2, A 1, M 1 portions or basilar artery observed on serial angiograms preceding the angiographical nonfilling phenomenon was regarded as direct vascular compression by cerebral swelling or vasospasm and considered to suggest that brain death might be impending. At present the continuous monitoring of intracranial pressure performed in twenty-six cases proved to be a convincing guide to suspicion of brain death or impending brain death according to decrease in cerebral perfusion pressure and appearance of so-called plateau waves recorded in four cases.(ABSTRACT TRUNCATED AT 250 WORDS)","Aruga T, Ono K, Kawahara N, Sasaki M, Tsutsumi H, Toyooka H, Mii K, Tsuzuki M, Takakura K",,,No to shinkei = Brain and nerve,,1983,no,"The paper focuses on brain death diagnosis and clinical criteria, which is tangentially related to consciousness as it deals with the complete loss of consciousness. However, it does not explicitly investigate consciousness mechanisms or transitions between conscious states. The focus is primarily clinical rather than consciousness-research oriented.",yes,This appears to be an empirical research article reporting on clinical observations and measurements from 30 brain death cases. It meets this criterion as it presents original empirical data and analysis.,no,"The paper primarily uses angiography, CT scans, and intracranial pressure monitoring. While these are neurological measurements, they are not the type of neural data specified in the criteria (EEG, MEG, fMRI, etc.). The measurements focus on vascular and structural aspects rather than neural activity patterns.",no,"The paper does not appear to apply any of the specified complexity-family measures. The analysis focuses on clinical criteria, angiographic findings, and pressure measurements, but there's no mention of entropy, information theory, or other complexity measures.",Exclude,"This clinical study on brain death diagnosis lacks direct investigation of consciousness mechanisms, does not employ specified neural data types, and fails to apply complexity-family measures. While empirically grounded, the research does not align with the screening criteria focused on consciousness research and neural complexity analysis. The paper's primary focus on clinical brain death criteria diverges from the required research parameters.",,Other / below screening threshold,1.4
Reactivation of seizure-related changes to interictal spike shape and synchrony during postseizure sleep in patients.,"OBJECTIVE: Local field potentials (LFPs) arise from synchronous activation of millions of neurons, producing seemingly consistent waveform shapes and relative synchrony across electrodes. Interictal spikes (IISs) are LFPs associated with epilepsy that are commonly used to guide surgical resection. Recently, changes in neuronal firing patterns observed in the minutes preceding seizure onset were found to be reactivated during postseizure sleep, a process called seizure-related consolidation (SRC), due to similarities with learning-related consolidation. Because IISs arise from summed neural activity, we hypothesized that changes in IIS shape and relative synchrony would be observed in the minutes preceding seizure onset and would be reactivated preferentially during postseizure slow-wave sleep (SWS). METHODS: Scalp and intracranial recordings were obtained continuously across multiple days from clinical macroelectrodes implanted in patients undergoing treatment for intractable epilepsy. Data from scalp electrodes were used to stage sleep. Data from intracranial electrodes were used to detect IISs using a previously established algorithm. Partial correlations were computed for sleep and wake periods before and after seizures as a function of correlations observed in the minutes preceding seizures. Magnetic resonance imaging (MRI) and computed tomography (CT) scans were co-registered with electroencephalography (EEG) to determine the location of the seizure-onset zone (SOZ). RESULTS: Changes in IIS shape and relative synchrony were observed on a subset of macroelectrodes minutes before seizure onset, and these changes were reactivated preferentially during postseizure SWS. Changes in synchrony were greatest for pairs of electrodes where at least one electrode was located in the SOZ. SIGNIFICANCE: These data suggest preseizure changes in neural activity and their subsequent reactivation occur across a broad spatiotemporal scale: from single neurons to LFPs, both within and outside the SOZ. The preferential reactivation of seizure-related changes in IISs during postseizure SWS adds to a growing body of literature suggesting that pathologic neural processes may utilize physiologic mechanisms of synaptic plasticity.","Bower MR, Kucewicz MT, St Louis EK, Meyer FB, Marsh WR, Stead M, Worrell GA",,,Epilepsia,,2017,maybe,"The paper focuses on epilepsy and interictal spikes, which are related to consciousness in the sense that they affect brain states and potentially consciousness. However, the paper doesn't explicitly investigate consciousness or transitions between conscious states as its primary focus. While it mentions sleep-wake transitions and slow-wave sleep, these are studied in relation to seizure patterns rather than consciousness per se. The connection to consciousness is indirect.",yes,This is clearly an empirical research article with original data collection and analysis. The study involves continuous recordings from multiple patients and includes specific methodological details and results.,yes,"The study strongly meets this criterion. It analyzes multiple types of neural data including local field potentials (LFPs), scalp EEG recordings, and intracranial recordings from macroelectrodes. The analysis of these empirical neural data is central to the study.",no,"The paper mentions using partial correlations to analyze synchrony between electrodes, which could be considered a basic complexity measure. However, it doesn't appear to apply more sophisticated complexity-family measures as defined in the criteria. The analysis seems to focus more on basic correlation and synchrony measures rather than the specific complexity measures listed in the criteria.",Include,"This empirical research article analyzes neural data from epilepsy patients, utilizing multiple recording techniques and examining interictal spike patterns across sleep-wake transitions. While the study involves sophisticated neural data analysis, its primary focus on seizure mechanisms rather than explicit consciousness research and limited application of advanced complexity measures suggests partial alignment with the screening criteria. The research provides insights into neural activity patterns but does not directly investigate consciousness or employ comprehensive complexity-family measures.",,,3.1
Putting the brakes on inhibitory models of frontal lobe function.,"There has been much recent debate regarding the neural basis of motor response inhibition. An influential hypothesis from the last decade proposes that a module within the right inferior frontal cortex (RIFC) of the human brain is dedicated to supporting response inhibition. However, there is growing evidence to support the alternative view that response inhibition is just one prominent example of the many cognitive control processes that are supported by the same set of 'domain general' functional networks. Here, I test directly between the modular and network accounts of motor response inhibition by applying a combination of data-driven, event-related and functional connectivity analyses to fMRI data from a variety of attention and inhibition tasks. The results demonstrate that there is no inhibitory module within the RIFC. Instead, response inhibition recruits a functionally heterogeneous ensemble of RIFC networks, which can be dissociated from each other in the context of other task demands.",Hampshire A,,,NeuroImage,,2015,no,"The paper does not explicitly investigate consciousness or states of consciousness. While cognitive control and response inhibition are related to conscious processing, the paper appears to be primarily about functional networks and their role in motor control, rather than consciousness per se. The abstract does not mention consciousness or neural signatures of consciousness.",yes,"The paper appears to be an empirical research article that analyzes fMRI data from various tasks, which meets the criterion for being an empirical research article.",yes,"The study clearly uses empirical neural data, specifically fMRI data, and applies both event-related and functional connectivity analyses, which meets this criterion.",no,"While the paper mentions ""data-driven"" and ""functional connectivity analyses,"" it does not explicitly mention applying any of the specified complexity-family measures. The analyses appear to focus on network organization and functional connectivity rather than complexity measures like entropy, information theory, or criticality measures.",Include,"This neuroscience study uses fMRI data to investigate motor response inhibition and cognitive control networks, but does not directly address consciousness research or apply complexity-family measures. While the paper represents an empirical research article with neural data analysis, it falls short of the specific screening criteria related to consciousness investigation and quantitative complexity measures.",,,2.5
Iterative function system and genetic algorithm-based EEG compression.,"A method for EEG compression is proposed, using Iterative Function System (IFS) and Genetic Algorithms (GAs) with elitist model, keeping the quality sufficiently good for clinical purposes. Compression using IFS is usually called fractal compression. The self transformability property of the EEG signals is assumed and is exploited in the fractal compression technique. To ascertain the self transformability of the EEG signal, some isometric transformations have been applied. The technique described here utilizes Genetic Algorithm that decreases the search space for finding the self similarities in the given signal. This article presents theory and implementation of the proposed method. The fidelity of the reconstructed signal obtained by the present compression algorithm has been assessed both qualitatively and quantitatively. The compression ratios, for the EEG signals in various states, are found to be comparable to the other available techniques for EEG compression. In our method at least 85% data reduction has been achieved.","Mitra SK, Sarbadhikari SN",,,Medical engineering & physics,,1997,no,"The paper does not explicitly investigate consciousness or states of consciousness. While EEG is a tool that can be used to study consciousness, this paper appears to be purely about signal processing and compression methods, without any mention of consciousness-related applications or interpretations.",yes,"This appears to be an empirical research article presenting a novel method for EEG compression, including implementation and quantitative assessment of the method.",maybe,"The paper does work with EEG data, which is a form of neural recording. However, the focus is on compression algorithms rather than analyzing the neural data itself for scientific insights. The EEG data appears to be used as test material for the compression algorithm rather than being analyzed for neural patterns or mechanisms.",no,"While the paper uses fractal compression (which relates to complexity), this is not being used as a measure to analyze neural complexity or consciousness. Instead, it's being used as a compression technique. The paper does not appear to apply any of the specified complexity-family measures for analyzing neural data.",Exclude,"This technical paper on EEG compression techniques fails to meet key screening criteria related to consciousness research, as it does not investigate consciousness states or apply complexity measures to neural data. While the study is an empirical research article using EEG data, its primary focus is signal processing methodology rather than neural mechanism analysis or consciousness-related investigations.",,Other / below screening threshold,1.4
Spinal epidural haematoma: report of 11 cases and review of the literature.,"Spinal epidural haematomas (SEH) are rare; most are caused by trauma, anticoagulant therapy, vascular anomalies, hypertension, blood dyscrasias, epidural anaesthesia or, rarely, spinal surgery. We report 11 cases and review the literature (16 cases). The clinical picture is that of acute spinal cord compression. MRI characteristics are quite specific. On sagittal sections, the SEH appears as a biconvex mass, dorsal to the thecal sac, clearly outlined and with tapering superior and inferior margins. The dura mater is seen as curvilinear low signal separating the haematoma from the cord. Within 24 h of onset, the haematoma is isointense with the cord on T1-weighted images and heterogeneous on T2-weighted images. Later, it gives high signal on both T1- and T2-weighted images. Differential diagnosis must include subdural haematoma, epidural neoplasm and abscess. Complete neurological recovery rapidly follows laminectomy and removal of the clot. In three of our cases, the haematoma resolved spontaneously. MRI is the best examination for diagnostic and follow-up.","Boukobza M, Guichard JP, Boissonet M, George B, Reizine D, Gelbert F, Merland JJ",,,Neuroradiology,,1994,no,"The paper does not investigate consciousness, states of consciousness, or transitions between conscious states. It also does not explicitly interpret findings in relation to consciousness or neural signatures/mechanisms of consciousness.",yes,"The paper is an empirical research article that reports on 11 cases and reviews 16 additional cases from the literature, meeting the criterion of being an empirical research article.",no,"The paper primarily uses MRI imaging data, which is not considered neural data in the context of the screening criteria. While MRI can show structural changes, it does not directly measure neural activity or function as specified in the criteria (EEG, MEG, fMRI/BOLD, etc.).",no,"The paper does not mention or apply any complexity-family measures. The analysis appears to be purely clinical and radiological, focusing on MRI characteristics and clinical outcomes rather than quantitative complexity measures.",Exclude,"This clinical case report on spinal epidural hematomas fails to meet key screening criteria related to consciousness research, neural data analysis, and complexity-family measures. The study focuses on MRI characteristics and clinical outcomes of a medical condition, lacking the specified research elements of consciousness investigation, neural data analysis, or quantitative complexity measures. Consequently, the paper does not align with the required screening parameters for the intended research domain.",,Other / below screening threshold,0.1
